Model,Model_Params,Cost_Matrix_Value,Optimizer,Optimizer_Params,Accuracy,Precision,Recall,F1-score,MCC,Avg_ROI,TP_positions,total_positions,positive_positions
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 4}",0.1,RMSprop,{'lr': 0.01},0.263157895,0.234192037,0.729927007,0.354609929,-0.243247247,0.00233749,100,427,201
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 256}",0.05,Adam,{'lr': 0.01},0.690283401,0.214285714,0.04379562,0.072727273,-0.034518357,0.002326234,6,28,16
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 64, 'num_layers': 2}",0.4,Adam,{'lr': 0.001},0.629554656,0.23255814,0.145985401,0.179372197,-0.045913121,0.002319054,20,86,41
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 1024}",0.2,Adam,{'lr': 0.001},0.653846154,0.225806452,0.102189781,0.140703518,-0.043598835,0.002317395,14,62,31
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 3}",0.15,RMSprop,{'lr': 0.01},0.467611336,0.21875,0.357664234,0.271468144,-0.119181472,0.00231182,49,224,107
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 2}",0.4,Adam,{'lr': 0.001},0.641700405,0.261904762,0.160583942,0.199095023,-0.015593874,0.002302473,22,84,41
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 4}",0.2,Adam,{'lr': 0.01},0.495951417,0.195652174,0.262773723,0.224299065,-0.140557432,0.0022885,36,184,95
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 3}",0.2,RMSprop,{'lr': 0.001},0.526315789,0.232044199,0.306569343,0.264150943,-0.07692047,0.002280169,42,181,89
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 256}",0.15,Adam,{'lr': 0.01},0.51417004,0.227513228,0.313868613,0.263803681,-0.087593348,0.00227432,43,189,86
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 3}",0.3,Adam,{'lr': 0.001},0.495951417,0.208333333,0.291970803,0.243161094,-0.122883851,0.002272846,40,192,90
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 2}",0.4,RMSprop,{'lr': 0.001},0.386639676,0.24695122,0.591240876,0.348387097,-0.095379766,0.00225963,81,328,165
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 2}",0.2,Adam,{'lr': 0.01},0.443319838,0.238636364,0.459854015,0.314214464,-0.09259488,0.00220555,63,264,129
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 2}",0.1,Adam,{'lr': 0.01},0.665991903,0.25,0.102189781,0.14507772,-0.021827115,0.002201824,14,56,26
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 4}",0.4,Adam,{'lr': 0.001},0.431174089,0.237226277,0.474452555,0.316301703,-0.099967499,0.00217721,65,274,124
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 4}",0.3,Adam,{'lr': 0.001},0.520242915,0.222222222,0.291970803,0.252365931,-0.093196717,0.002170966,40,180,80
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 256}",0.2,RMSprop,{'lr': 0.001},0.552631579,0.252941176,0.313868613,0.280130293,-0.03945832,0.002161255,43,170,81
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 4}",0.1,RMSprop,{'lr': 0.01},0.706477733,0.3,0.04379562,0.076433121,0.010402781,0.002127575,6,20,8
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 64}",0.1,RMSprop,{'lr': 0.001},0.684210526,0.256410256,0.072992701,0.113636364,-0.013679577,0.002111339,10,39,19
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.05,Adam,{'lr': 0.001},0.686234818,0.25,0.065693431,0.104046243,-0.017114251,0.002095624,9,36,18
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 3}",0.4,Adam,{'lr': 0.001},0.560728745,0.264705882,0.328467153,0.293159609,-0.020422763,0.002095337,45,170,81
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 256, 'num_layers': 4}",0.3,Adam,{'lr': 0.01},0.374493927,0.213333333,0.467153285,0.292906178,-0.177760663,0.00208578,64,300,142
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 2}",0.2,Adam,{'lr': 0.01},0.372469636,0.230529595,0.540145985,0.323144105,-0.142394256,0.002082323,74,321,145
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.3,Adam,{'lr': 0.001},0.690283401,0.25,0.058394161,0.094674556,-0.016065468,0.002078396,8,32,12
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 3}",0.3,Adam,{'lr': 0.01},0.366396761,0.226708075,0.532846715,0.318082789,-0.154709583,0.002051423,73,322,155
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 256}",0.1,RMSprop,{'lr': 0.001},0.607287449,0.256410256,0.218978102,0.236220472,-0.026029648,0.002037818,30,117,56
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 4}",0.3,Adam,{'lr': 0.01},0.528340081,0.239130435,0.321167883,0.274143302,-0.065734833,0.002033188,44,184,89
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 4}",0.1,Adam,{'lr': 0.001},0.570850202,0.237762238,0.248175182,0.242857143,-0.056411266,0.002025902,34,143,65
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 4}",0.1,RMSprop,{'lr': 0.01},0.548582996,0.25,0.313868613,0.278317152,-0.044614462,0.002020734,43,172,83
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 2}",0.4,Adam,{'lr': 0.001},0.336032389,0.213213213,0.518248175,0.30212766,-0.20596788,0.00201761,71,333,155
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 512}",0.3,RMSprop,{'lr': 0.001},0.48582996,0.230414747,0.364963504,0.282485876,-0.092750763,0.001981593,50,217,100
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 3}",0.2,Adam,{'lr': 0.01},0.287449393,0.242206235,0.737226277,0.364620939,-0.182570563,0.001980253,101,417,194
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 32, 'num_layers': 2}",0.4,RMSprop,{'lr': 0.01},0.281376518,0.244131455,0.759124088,0.369449378,-0.185598702,0.001977543,104,426,207
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 1024}",0.05,RMSprop,{'lr': 0.001},0.578947368,0.233082707,0.226277372,0.22962963,-0.059988944,0.00197575,31,133,65
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 256, 'num_layers': 4}",0.2,RMSprop,{'lr': 0.01},0.372469636,0.247813411,0.620437956,0.354166667,-0.099363511,0.001947249,85,343,161
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 3}",0.3,Adam,{'lr': 0.01},0.340080972,0.21958457,0.540145985,0.312236287,-0.188973007,0.001942307,74,337,140
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.4,RMSprop,{'lr': 0.001},0.629554656,0.226190476,0.138686131,0.171945701,-0.051703437,0.001911232,19,84,39
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 4}",0.05,RMSprop,{'lr': 0.01},0.358299595,0.227272727,0.547445255,0.321199143,-0.158605,0.001895246,75,330,158
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 256}",0.2,Adam,{'lr': 0.001},0.558704453,0.224489796,0.240875912,0.232394366,-0.076819947,0.001871735,33,147,74
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 3}",0.15,Adam,{'lr': 0.001},0.447368421,0.232283465,0.430656934,0.301790281,-0.103510709,0.0018668,59,254,114
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 32, 'num_layers': 3}",0.4,Adam,{'lr': 0.001},0.251012146,0.237020316,0.766423358,0.362068966,-0.265360624,0.001830996,105,443,210
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 2}",0.4,Adam,{'lr': 0.01},0.275303644,0.223057644,0.649635036,0.332089552,-0.24843876,0.001824464,89,399,192
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 64, 'num_layers': 4}",0.3,RMSprop,{'lr': 0.01},0.293522267,0.21657754,0.591240876,0.31702544,-0.239566916,0.001795882,81,374,172
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 1024}",0.1,Adam,{'lr': 0.001},0.522267206,0.243523316,0.343065693,0.284848485,-0.060464994,0.001793054,47,193,92
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 2}",0.05,Adam,{'lr': 0.01},0.299595142,0.218328841,0.591240876,0.318897638,-0.228882348,0.001777788,81,371,170
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.2,RMSprop,{'lr': 0.001},0.641700405,0.26744186,0.167883212,0.206278027,-0.010138544,0.001769875,23,86,39
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 4}",0.4,Adam,{'lr': 0.001},0.526315789,0.256281407,0.372262774,0.303571429,-0.038612556,0.001752101,51,199,97
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 3}",0.2,Adam,{'lr': 0.001},0.672064777,0.222222222,0.072992701,0.10989011,-0.038968373,0.001747805,10,45,14
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 2}",0.2,RMSprop,{'lr': 0.001},0.473684211,0.221719457,0.357664234,0.273743017,-0.111760512,0.001747613,49,221,103
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 4}",0.15,Adam,{'lr': 0.01},0.619433198,0.257142857,0.197080292,0.223140496,-0.023425175,0.001738642,27,105,50
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 2}",0.15,Adam,{'lr': 0.01},0.506072874,0.228426396,0.328467153,0.269461078,-0.088963114,0.001733938,45,197,102
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 2}",0.4,RMSprop,{'lr': 0.001},0.568825911,0.212121212,0.204379562,0.208178439,-0.087954409,0.001708491,28,132,63
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 64}",0.2,Adam,{'lr': 0.01},0.627530364,0.252631579,0.175182482,0.206896552,-0.026917876,0.001700854,24,95,46
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 256}",0.05,RMSprop,{'lr': 0.001},0.5951417,0.255813953,0.240875912,0.248120301,-0.028569443,0.001687161,33,129,65
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 3}",0.05,RMSprop,{'lr': 0.01},0.451417004,0.23828125,0.445255474,0.31043257,-0.090458261,0.001676019,61,256,121
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.15,Adam,{'lr': 0.01},0.706477733,0.214285714,0.02189781,0.039735099,-0.024049578,0.001666509,3,14,8
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 512}",0.4,Adam,{'lr': 0.01},0.718623482,0.25,0.00729927,0.014184397,-0.005515328,0.001618151,1,4,3
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 64, 'num_layers': 3}",0.05,RMSprop,{'lr': 0.001},0.712550607,0.222222222,0.01459854,0.02739726,-0.016767934,0.001575598,2,9,5
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 3}",0.4,RMSprop,{'lr': 0.01},0.289473684,0.219895288,0.613138686,0.323699422,-0.236926731,0.001565703,84,382,182
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 2}",0.2,RMSprop,{'lr': 0.01},0.591093117,0.262773723,0.262773723,0.262773723,-0.020139443,0.001561304,36,137,63
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 4}",0.4,RMSprop,{'lr': 0.01},0.354251012,0.232352941,0.576642336,0.331236897,-0.149273519,0.001559466,79,340,157
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 3}",0.3,RMSprop,{'lr': 0.01},0.637651822,0.230769231,0.131386861,0.16744186,-0.045033332,0.001552265,18,78,44
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 3}",0.4,RMSprop,{'lr': 0.01},0.526315789,0.225988701,0.291970803,0.25477707,-0.085691738,0.001509746,40,177,81
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 4}",0.3,Adam,{'lr': 0.01},0.374493927,0.229559748,0.532846715,0.320879121,-0.143426216,0.001486583,73,318,151
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 32, 'num_layers': 3}",0.05,Adam,{'lr': 0.01},0.226720648,0.224719101,0.729927007,0.343642612,-0.354138546,0.001467068,100,445,210
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 64, 'num_layers': 2}",0.3,RMSprop,{'lr': 0.001},0.615384615,0.280991736,0.248175182,0.263565891,0.004661252,0.001460785,34,121,60
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 4}",0.4,Adam,{'lr': 0.01},0.33805668,0.231638418,0.598540146,0.33401222,-0.162288124,0.001460478,82,354,158
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 2}",0.05,RMSprop,{'lr': 0.001},0.633603239,0.260869565,0.175182482,0.209606987,-0.017587344,0.001440453,24,92,40
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 64, 'num_layers': 3}",0.3,Adam,{'lr': 0.001},0.33805668,0.228571429,0.583941606,0.328542094,-0.16979227,0.001429522,80,350,169
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.1,Adam,{'lr': 0.01},0.714574899,0.166666667,0.00729927,0.013986014,-0.027409046,0.00141674,1,6,5
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 3}",0.2,Adam,{'lr': 0.01},0.342105263,0.245945946,0.664233577,0.358974359,-0.121088541,0.001410862,91,370,176
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 2}",0.15,Adam,{'lr': 0.01},0.29757085,0.230769231,0.656934307,0.341555977,-0.201395183,0.001410274,90,390,183
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 3}",0.15,Adam,{'lr': 0.01},0.688259109,0.16,0.02919708,0.049382716,-0.060508665,0.001400825,4,25,14
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 3}",0.2,RMSprop,{'lr': 0.001},0.425101215,0.224719101,0.437956204,0.297029703,-0.127448268,0.001389392,60,267,121
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 32, 'num_layers': 4}",0.4,RMSprop,{'lr': 0.01},0.520242915,0.231182796,0.313868613,0.26625387,-0.080101313,0.001380833,43,186,92
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 2}",0.15,RMSprop,{'lr': 0.001},0.576923077,0.231343284,0.226277372,0.228782288,-0.062668111,0.00137446,31,134,65
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 64, 'num_layers': 4}",0.05,RMSprop,{'lr': 0.001},0.718623482,0,0,0,-0.039496501,0.001343699,0,2,1
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 64, 'num_layers': 4}",0.2,Adam,{'lr': 0.01},0.44534413,0.24535316,0.481751825,0.325123153,-0.078095308,0.001306087,66,269,121
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 3}",0.1,Adam,{'lr': 0.01},0.708502024,0.230769231,0.02189781,0.04,-0.017097499,0.001245292,3,13,7
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 3}",0.15,RMSprop,{'lr': 0.01},0.625506073,0.184210526,0.102189781,0.131455399,-0.088691519,0.001244194,14,76,35
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 3}",0.15,RMSprop,{'lr': 0.001},0.720647773,0,0,0,-0.027899904,0.001219751,0,1,1
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 64, 'num_layers': 2}",0.4,Adam,{'lr': 0.01},0.461538462,0.208144796,0.335766423,0.25698324,-0.139042521,0.001180956,46,221,105
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 3}",0.4,Adam,{'lr': 0.01},0.29757085,0.217741935,0.591240876,0.31827112,-0.232417241,0.001168413,81,372,176
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 3}",0.05,RMSprop,{'lr': 0.01},0.352226721,0.211356467,0.489051095,0.295154185,-0.197211259,0.001155633,67,317,151
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 256}",0.2,Adam,{'lr': 0.001},0.631578947,0.24137931,0.153284672,0.1875,-0.037125923,0.001129329,21,87,38
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 3}",0.1,RMSprop,{'lr': 0.01},0.649797571,0.189655172,0.080291971,0.112820513,-0.07142792,0.001119764,11,58,31
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 256, 'num_layers': 3}",0.15,RMSprop,{'lr': 0.01},0.457489879,0.247104247,0.467153285,0.323232323,-0.070875473,0.001100465,64,259,118
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 32, 'num_layers': 4}",0.15,Adam,{'lr': 0.01},0.287449393,0.211796247,0.576642336,0.309803922,-0.257007411,0.001067867,79,373,163
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.3,Adam,{'lr': 0.001},0.62145749,0.22826087,0.153284672,0.183406114,-0.052432858,0.001067832,21,92,39
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 1024}",0.1,Adam,{'lr': 0.001},0.599190283,0.198019802,0.145985401,0.168067227,-0.089807932,0.001067587,20,101,46
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 3}",0.4,RMSprop,{'lr': 0.01},0.342105263,0.220238095,0.540145985,0.312896406,-0.185965541,0.001053154,74,336,157
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 4}",0.2,Adam,{'lr': 0.001},0.558704453,0.228187919,0.248175182,0.237762238,-0.072135897,0.001030766,34,149,65
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 3}",0.3,Adam,{'lr': 0.001},0.651821862,0.222222222,0.102189781,0.14,-0.047060964,0.001027855,14,63,32
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 2}",0.2,RMSprop,{'lr': 0.001},0.453441296,0.249056604,0.481751825,0.328358209,-0.067933504,0.001025977,66,265,118
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 4}",0.05,Adam,{'lr': 0.01},0.307692308,0.206303725,0.525547445,0.296296296,-0.246131775,0.001002067,72,349,144
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 512}",0.05,RMSprop,{'lr': 0.001},0.487854251,0.236363636,0.379562044,0.291316527,-0.081992503,0.000984102,52,220,94
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 2}",0.2,Adam,{'lr': 0.001},0.542510121,0.23030303,0.277372263,0.251655629,-0.074388278,0.000978452,38,165,72
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 2}",0.1,RMSprop,{'lr': 0.01},0.360323887,0.219435737,0.510948905,0.307017544,-0.17459384,0.000970077,70,319,151
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 2}",0.4,Adam,{'lr': 0.01},0.465587045,0.229787234,0.394160584,0.290322581,-0.101153797,0.000969444,54,235,111
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 32, 'num_layers': 2}",0.15,RMSprop,{'lr': 0.001},0.443319838,0.191964286,0.313868613,0.238227147,-0.173679139,0.000955155,43,224,113
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 3}",0.15,Adam,{'lr': 0.01},0.238866397,0.218823529,0.678832117,0.330960854,-0.324332933,0.000953506,93,425,200
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 64, 'num_layers': 3}",0.2,Adam,{'lr': 0.01},0.386639676,0.203571429,0.416058394,0.273381295,-0.188453855,0.000951123,57,280,134
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 512}",0.1,RMSprop,{'lr': 0.001},0.704453441,0.235294118,0.02919708,0.051948052,-0.017725425,0.000948031,4,17,9
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.4,Adam,{'lr': 0.01},0.522267206,0.226519337,0.299270073,0.257861635,-0.086305185,0.000942811,41,181,87
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 256, 'num_layers': 2}",0.15,Adam,{'lr': 0.001},0.700404858,0.260869565,0.04379562,0.075,-0.008124055,0.000922782,6,23,9
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 2}",0.2,Adam,{'lr': 0.001},0.641700405,0.196969697,0.094890511,0.128078818,-0.070487653,0.000916791,13,66,31
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 64}",0.15,Adam,{'lr': 0.001},0.712550607,0.272727273,0.02189781,0.040540541,-0.001550871,0.000903858,3,11,4
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 3}",0.05,RMSprop,{'lr': 0.001},0.246963563,0.223529412,0.693430657,0.338078292,-0.298244768,0.000849623,95,425,195
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 2}",0.3,Adam,{'lr': 0.001},0.435222672,0.22265625,0.416058394,0.290076336,-0.12665622,0.00084199,57,256,122
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 4}",0.4,RMSprop,{'lr': 0.01},0.566801619,0.218978102,0.218978102,0.218978102,-0.080741786,0.000831713,30,137,63
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 2}",0.3,RMSprop,{'lr': 0.01},0.526315789,0.198757764,0.233576642,0.214765101,-0.122034065,0.000814547,32,161,82
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 256, 'num_layers': 3}",0.4,RMSprop,{'lr': 0.001},0.544534413,0.185714286,0.189781022,0.187725632,-0.12869306,0.000814166,26,140,69
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 4}",0.1,Adam,{'lr': 0.01},0.560728745,0.210144928,0.211678832,0.210909091,-0.093434345,0.000777058,29,138,63
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 64, 'num_layers': 2}",0.4,RMSprop,{'lr': 0.01},0.402834008,0.19140625,0.357664234,0.249363868,-0.199052139,0.000754932,49,256,124
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 3}",0.1,Adam,{'lr': 0.001},0.704453441,0.153846154,0.01459854,0.026666667,-0.04534554,0.000751593,2,13,6
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 4}",0.1,Adam,{'lr': 0.001},0.348178138,0.211838006,0.496350365,0.296943231,-0.199267532,0.000747576,68,321,146
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 1024}",0.4,Adam,{'lr': 0.001},0.572874494,0.2109375,0.197080292,0.203773585,-0.08770059,0.000725332,27,128,60
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 2}",0.2,Adam,{'lr': 0.001},0.483805668,0.231818182,0.372262774,0.285714286,-0.091090503,0.000688495,51,220,100
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 4}",0.15,Adam,{'lr': 0.01},0.329959514,0.216374269,0.540145985,0.308977035,-0.204231933,0.000684205,74,342,159
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 256, 'num_layers': 2}",0.2,RMSprop,{'lr': 0.001},0.510121457,0.2,0.255474453,0.224358974,-0.127935966,0.000647573,35,175,82
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 2}",0.4,Adam,{'lr': 0.001},0.696356275,0.24,0.04379562,0.074074074,-0.019250859,0.000638811,6,25,10
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 4}",0.4,Adam,{'lr': 0.001},0.562753036,0.188976378,0.175182482,0.181818182,-0.116095556,0.000637547,24,127,58
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 3}",0.2,RMSprop,{'lr': 0.01},0.277327935,0.208994709,0.576642336,0.306796117,-0.275537928,0.000627794,79,378,167
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 256, 'num_layers': 3}",0.1,Adam,{'lr': 0.001},0.672064777,0.209302326,0.065693431,0.1,-0.046919239,0.000627741,9,43,19
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 32, 'num_layers': 3}",0.15,RMSprop,{'lr': 0.01},0.714574899,0,0,0,-0.055970364,0.000614541,0,4,1
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 2}",0.05,RMSprop,{'lr': 0.001},0.71659919,0.285714286,0.01459854,0.027777778,0.002245898,0.00057976,2,7,4
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 2}",0.3,RMSprop,{'lr': 0.001},0.295546559,0.214092141,0.576642336,0.312252964,-0.242691023,0.000563116,79,369,162
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 4}",0.2,RMSprop,{'lr': 0.01},0.599190283,0.267175573,0.255474453,0.26119403,-0.013623291,0.000538718,35,131,53
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 32, 'num_layers': 3}",0.05,RMSprop,{'lr': 0.01},0.226720648,0.215777262,0.678832117,0.327464789,-0.359611626,0.000531118,93,431,199
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 512}",0.05,Adam,{'lr': 0.01},0.720647773,0,0,0,-0.027899904,0.000495787,0,1,1
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 32}",0.3,Adam,{'lr': 0.01},0.720647773,0,0,0,-0.027899904,0.000495787,0,1,1
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 64, 'num_layers': 3}",0.4,RMSprop,{'lr': 0.01},0.275303644,0.177842566,0.445255474,0.254166667,-0.334927156,0.000488845,61,343,159
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 4}",0.2,RMSprop,{'lr': 0.001},0.70242915,0.083333333,0.00729927,0.013422819,-0.068373735,0.000485769,1,12,5
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 512}",0.1,Adam,{'lr': 0.01},0.477732794,0.199004975,0.291970803,0.236686391,-0.144905833,0.000475852,40,201,98
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 64, 'num_layers': 3}",0.05,RMSprop,{'lr': 0.01},0.271255061,0.213367609,0.605839416,0.315589354,-0.2749941,0.000474814,83,389,170
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 256, 'num_layers': 2}",0.05,Adam,{'lr': 0.01},0.504048583,0.23,0.335766423,0.272997033,-0.087194973,0.000465235,46,200,88
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 64, 'num_layers': 2}",0.15,Adam,{'lr': 0.01},0.700404858,0.260869565,0.04379562,0.075,-0.008124055,0.000425334,6,23,13
