Model,Model_Params,Cost_Matrix_Value,Optimizer,Optimizer_Params,Accuracy,Precision,Recall,F1-score,MCC,Avg_ROI,TP_positions,total_positions,positive_positions
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 3}",1.627659574,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 4}",1.627659574,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 64, 'num_layers': 4}",1.627659574,Adam,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 64, 'num_layers': 4}",1.627659574,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 4}",1.627659574,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 2}",1.627659574,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 3}",1.627659574,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 4}",1.627659574,Adam,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 4}",1.627659574,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 4}",1.627659574,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 4}",1.627659574,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 3}",1.627659574,Adam,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 3}",1.627659574,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 4}",1.627659574,Adam,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 1024}",0.1,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 1024}",0.1,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 1024}",0.2,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 1024}",0.3,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 1024}",1.627659574,Adam,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 1024}",1.627659574,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 512}",0.05,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 512}",0.1,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 512}",0.15,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 512}",1.627659574,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 256}",0.2,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 256}",1.627659574,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 256}",1.627659574,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 128}",1.627659574,Adam,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 128}",1.627659574,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 1024}",0.05,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 1024}",0.15,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 1024}",0.2,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 1024}",0.3,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 1024}",1.627659574,Adam,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 512}",0.1,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 512}",0.15,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 512}",0.2,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 512}",1.627659574,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 512}",1.627659574,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 256}",1.627659574,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 256}",1.627659574,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 128}",1.627659574,Adam,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 128}",1.627659574,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 128}",1.627659574,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 1024}",0.1,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 1024}",0.4,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 1024}",1.627659574,Adam,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 1024}",1.627659574,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 1024}",1.627659574,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 1024}",1.627659574,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 512}",1.627659574,Adam,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 512}",1.627659574,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 512}",1.627659574,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 256}",1.627659574,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 256}",1.627659574,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 128}",1.627659574,Adam,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 128}",1.627659574,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.1, 'hidden_dim': 64}",0.05,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.1, 'hidden_dim': 64}",0.1,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.1, 'hidden_dim': 64}",0.2,Adam,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.1, 'hidden_dim': 64}",0.2,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.1, 'hidden_dim': 64}",0.3,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.1, 'hidden_dim': 64}",0.4,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.1, 'hidden_dim': 64}",1.627659574,Adam,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.1, 'hidden_dim': 64}",1.627659574,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.1, 'hidden_dim': 64}",1.627659574,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.1, 'hidden_dim': 64}",1.627659574,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.05,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.1,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.1,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.15,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.3,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.4,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.1, 'hidden_dim': 128}",1.627659574,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.1, 'hidden_dim': 128}",1.627659574,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.1, 'hidden_dim': 256}",0.05,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.1, 'hidden_dim': 256}",0.15,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.1, 'hidden_dim': 256}",0.3,Adam,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.1, 'hidden_dim': 256}",1.627659574,Adam,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.1, 'hidden_dim': 256}",1.627659574,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.1, 'hidden_dim': 256}",1.627659574,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.1, 'hidden_dim': 256}",1.627659574,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.3, 'hidden_dim': 64}",0.3,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.3, 'hidden_dim': 64}",0.4,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.3, 'hidden_dim': 64}",0.4,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.3, 'hidden_dim': 64}",1.627659574,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.3, 'hidden_dim': 64}",1.627659574,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.3, 'hidden_dim': 64}",1.627659574,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.1,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.1,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.2,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.3, 'hidden_dim': 128}",1.627659574,Adam,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.3, 'hidden_dim': 128}",1.627659574,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.3, 'hidden_dim': 128}",1.627659574,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.3, 'hidden_dim': 128}",1.627659574,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.3, 'hidden_dim': 256}",1.627659574,Adam,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.3, 'hidden_dim': 256}",1.627659574,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.3, 'hidden_dim': 256}",1.627659574,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.3, 'hidden_dim': 256}",1.627659574,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 64}",0.3,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 64}",1.627659574,Adam,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 64}",1.627659574,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 64}",1.627659574,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.15,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 128}",1.627659574,Adam,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 128}",1.627659574,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 128}",1.627659574,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 256}",0.15,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 256}",0.2,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 256}",0.4,Adam,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 256}",0.4,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 256}",0.4,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 256}",1.627659574,Adam,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 256}",1.627659574,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 256}",1.627659574,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 256}",1.627659574,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 32}",0.05,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 32}",0.15,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 32}",0.2,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 32}",0.3,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 32}",1.627659574,Adam,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 32}",1.627659574,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 32}",1.627659574,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 32}",1.627659574,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 64}",0.1,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 64}",0.15,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 64}",0.15,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 64}",0.2,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 64}",0.2,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 64}",1.627659574,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 64}",1.627659574,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.05,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.05,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.1,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.1,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.2,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.2,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.4,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.4,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 128}",1.627659574,Adam,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 128}",1.627659574,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 128}",1.627659574,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 32}",0.2,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 32}",1.627659574,Adam,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 32}",1.627659574,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 32}",1.627659574,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 32}",1.627659574,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 64}",0.05,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 64}",0.1,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 64}",0.2,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 64}",0.2,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 64}",1.627659574,Adam,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 64}",1.627659574,Adam,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 64}",1.627659574,RMSprop,{'lr': 0.001},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 64}",1.627659574,RMSprop,{'lr': 0.01},0.277327935,0.277327935,1,0.434231379,0,0.004851979,137,494,253
